"Species","Species_Code","Rank","Type","Covariates","Parameter","Group_Size_Class","Distance_Bin","Mean","SD","MCSE","Median","HPD_95_Lower","HPD_95_Upper"
"Muntjac","MJK",1,"NoSpatial","elev + slope","sigma[1]","Group Size Class 1","-",34.8020243679975,1.56948235867199,0.0257343667796558,34.7204688883012,31.6763645489517,37.7707987665389
"Muntjac","MJK",1,"NoSpatial","elev + slope","sigma[2]","Group Size Class 2","-",35.1790029020679,1.63460070994861,0.0274027154527887,35.0949921322692,31.951957991325,38.3273210554403
"Muntjac","MJK",1,"NoSpatial","elev + slope","sigma0","-","-",3.54866457582977,0.0449139274595837,0.000737231075732104,3.54732939454602,3.45934763209859,3.63477221038497
"Muntjac","MJK",2,"NoSpatial","slope","gs_k[1]","Group Size Class 1","-",0.664197644903076,0.00239521868988278,4.82269982670287e-05,0.664910788748667,0.659291297760771,0.666666603996514
"Muntjac","MJK",2,"NoSpatial","slope","gs_k[2]","Group Size Class 2","-",0.335802355096924,0.00239521868988278,4.8226998267029e-05,0.335089211251333,0.333333396003486,0.340708702239229
"Muntjac","MJK",2,"NoSpatial","slope","muc","-","-",1.01119131080007,0.0109294284637645,0.000220319916169911,1.00792231656207,1.00000028201571,1.03356044102635
"Muntjac","MJK",2,"NoSpatial","slope","p","-","-",0.0107127197645147,0.0107252198875075,0.000224290597520871,0.00731525101966229,2.06536847173477e-09,0.0322170023456027
"Muntjac","MJK",2,"NoSpatial","slope","pi[1, 1]","Group Size Class 1","Distance Bin 1",0.125838732303775,0.000750042751226104,1.32566184428484e-05,0.125887243071697,0.12428090531812,0.127216996438245
"Muntjac","MJK",2,"NoSpatial","slope","pi[2, 1]","Group Size Class 2","Distance Bin 1",0.0636917570949411,0.000545136025380594,1.03331402809195e-05,0.0636144260903042,0.0627223955596241,0.0647994335770667
"Muntjac","MJK",2,"NoSpatial","slope","pi[1, 2]","Group Size Class 1","Distance Bin 2",0.0911420926914235,0.00300619953172279,4.94798281009837e-05,0.091135546198232,0.0850592974243007,0.0967944798913463
"Muntjac","MJK",2,"NoSpatial","slope","pi[2, 2]","Group Size Class 2","Distance Bin 2",0.0464359479426873,0.00156762695835429,2.62952278752646e-05,0.0464291142912907,0.0433008856952981,0.0494451739614837
"Muntjac","MJK",2,"NoSpatial","slope","pi[1, 3]","Group Size Class 1","Distance Bin 3",0.0479191071260564,0.00425919065226967,6.99144111623179e-05,0.0477795301486618,0.0393544023438602,0.0559723194252108
"Muntjac","MJK",2,"NoSpatial","slope","pi[2, 3]","Group Size Class 2","Distance Bin 3",0.0247398538191918,0.00222122748841324,3.72741852476185e-05,0.0246701221809185,0.0205497256463369,0.029256435918903
"Muntjac","MJK",2,"NoSpatial","slope","pi[1, 4]","Group Size Class 1","Distance Bin 4",0.0183712256858021,0.00318288243049279,5.21146674247923e-05,0.0181378788944925,0.0123536687362704,0.0245823176933908
"Muntjac","MJK",2,"NoSpatial","slope","pi[2, 4]","Group Size Class 2","Distance Bin 4",0.00967626471152073,0.00169217742122286,2.83590573117275e-05,0.00955267279230851,0.00643767258099853,0.013002519202854
"Muntjac","MJK",2,"NoSpatial","slope","pi[1, 5]","Group Size Class 1","Distance Bin 5",0.00517039523479402,0.00148849898819677,2.42479049906672e-05,0.00498243558149551,0.00258354123924207,0.00813726334474528
"Muntjac","MJK",2,"NoSpatial","slope","pi[2, 5]","Group Size Class 2","Distance Bin 5",0.00279748978970005,0.000813920605787689,1.36222845490668e-05,0.0026944864911527,0.00134668541038402,0.00441099677009113
"Muntjac","MJK",2,"NoSpatial","slope","sigma[1]","Group Size Class 1","-",34.8020243679975,1.56948235867199,0.0257343667796558,34.7204688883012,31.6763645489517,37.7707987665389
"Muntjac","MJK",2,"NoSpatial","slope","sigma[2]","Group Size Class 2","-",35.1790029020679,1.63460070994861,0.0274027154527887,35.0949921322692,31.951957991325,38.3273210554403
"Muntjac","MJK",2,"NoSpatial","slope","sigma0","-","-",3.54866457582977,0.0449139274595837,0.000737231075732104,3.54732939454602,3.45934763209859,3.63477221038497
"Muntjac","MJK",3,"NoSpatial","dist_str + elev + slope","gs_k[1]","Group Size Class 1","-",0.664197644903076,0.00239521868988278,4.82269982670287e-05,0.664910788748667,0.659291297760771,0.666666603996514
"Muntjac","MJK",3,"NoSpatial","dist_str + elev + slope","gs_k[2]","Group Size Class 2","-",0.335802355096924,0.00239521868988278,4.8226998267029e-05,0.335089211251333,0.333333396003486,0.340708702239229
"Muntjac","MJK",3,"NoSpatial","dist_str + elev + slope","muc","-","-",1.01119131080007,0.0109294284637645,0.000220319916169911,1.00792231656207,1.00000028201571,1.03356044102635
"Muntjac","MJK",3,"NoSpatial","dist_str + elev + slope","p","-","-",0.0107127197645147,0.0107252198875075,0.000224290597520871,0.00731525101966229,2.06536847173477e-09,0.0322170023456027
"Muntjac","MJK",3,"NoSpatial","dist_str + elev + slope","pi[1, 1]","Group Size Class 1","Distance Bin 1",0.125838732303775,0.000750042751226104,1.32566184428484e-05,0.125887243071697,0.12428090531812,0.127216996438245
"Muntjac","MJK",3,"NoSpatial","dist_str + elev + slope","pi[2, 1]","Group Size Class 2","Distance Bin 1",0.0636917570949411,0.000545136025380594,1.03331402809195e-05,0.0636144260903042,0.0627223955596241,0.0647994335770667
"Muntjac","MJK",3,"NoSpatial","dist_str + elev + slope","pi[1, 2]","Group Size Class 1","Distance Bin 2",0.0911420926914235,0.00300619953172279,4.94798281009837e-05,0.091135546198232,0.0850592974243007,0.0967944798913463
"Muntjac","MJK",3,"NoSpatial","dist_str + elev + slope","pi[2, 2]","Group Size Class 2","Distance Bin 2",0.0464359479426873,0.00156762695835429,2.62952278752646e-05,0.0464291142912907,0.0433008856952981,0.0494451739614837
"Muntjac","MJK",3,"NoSpatial","dist_str + elev + slope","pi[1, 3]","Group Size Class 1","Distance Bin 3",0.0479191071260564,0.00425919065226967,6.99144111623179e-05,0.0477795301486618,0.0393544023438602,0.0559723194252108
"Muntjac","MJK",3,"NoSpatial","dist_str + elev + slope","pi[2, 3]","Group Size Class 2","Distance Bin 3",0.0247398538191918,0.00222122748841324,3.72741852476185e-05,0.0246701221809185,0.0205497256463369,0.029256435918903
"Muntjac","MJK",3,"NoSpatial","dist_str + elev + slope","pi[1, 4]","Group Size Class 1","Distance Bin 4",0.0183712256858021,0.00318288243049279,5.21146674247923e-05,0.0181378788944925,0.0123536687362704,0.0245823176933908
"Muntjac","MJK",3,"NoSpatial","dist_str + elev + slope","pi[2, 4]","Group Size Class 2","Distance Bin 4",0.00967626471152073,0.00169217742122286,2.83590573117275e-05,0.00955267279230851,0.00643767258099853,0.013002519202854
"Muntjac","MJK",3,"NoSpatial","dist_str + elev + slope","pi[1, 5]","Group Size Class 1","Distance Bin 5",0.00517039523479402,0.00148849898819677,2.42479049906672e-05,0.00498243558149551,0.00258354123924207,0.00813726334474528
"Muntjac","MJK",3,"NoSpatial","dist_str + elev + slope","pi[2, 5]","Group Size Class 2","Distance Bin 5",0.00279748978970005,0.000813920605787689,1.36222845490668e-05,0.0026944864911527,0.00134668541038402,0.00441099677009113
"Muntjac","MJK",3,"NoSpatial","dist_str + elev + slope","sigma[1]","Group Size Class 1","-",34.8020243679975,1.56948235867199,0.0257343667796558,34.7204688883012,31.6763645489517,37.7707987665389
"Muntjac","MJK",3,"NoSpatial","dist_str + elev + slope","sigma[2]","Group Size Class 2","-",35.1790029020679,1.63460070994861,0.0274027154527887,35.0949921322692,31.951957991325,38.3273210554403
"Muntjac","MJK",3,"NoSpatial","dist_str + elev + slope","sigma0","-","-",3.54866457582977,0.0449139274595837,0.000737231075732104,3.54732939454602,3.45934763209859,3.63477221038497
"Muntjac","MJK",4,"NoSpatial","dist_str + elev + slope + BB","gs_k[1]","Group Size Class 1","-",0.664197644903076,0.00239521868988278,4.82269982670287e-05,0.664910788748667,0.659291297760771,0.666666603996514
"Muntjac","MJK",4,"NoSpatial","dist_str + elev + slope + BB","gs_k[2]","Group Size Class 2","-",0.335802355096924,0.00239521868988278,4.8226998267029e-05,0.335089211251333,0.333333396003486,0.340708702239229
"Muntjac","MJK",4,"NoSpatial","dist_str + elev + slope + BB","muc","-","-",1.01119131080007,0.0109294284637645,0.000220319916169911,1.00792231656207,1.00000028201571,1.03356044102635
"Muntjac","MJK",4,"NoSpatial","dist_str + elev + slope + BB","p","-","-",0.0107127197645147,0.0107252198875075,0.000224290597520871,0.00731525101966229,2.06536847173477e-09,0.0322170023456027
"Muntjac","MJK",4,"NoSpatial","dist_str + elev + slope + BB","pi[1, 1]","Group Size Class 1","Distance Bin 1",0.125838732303775,0.000750042751226104,1.32566184428484e-05,0.125887243071697,0.12428090531812,0.127216996438245
"Muntjac","MJK",4,"NoSpatial","dist_str + elev + slope + BB","pi[2, 1]","Group Size Class 2","Distance Bin 1",0.0636917570949411,0.000545136025380594,1.03331402809195e-05,0.0636144260903042,0.0627223955596241,0.0647994335770667
"Muntjac","MJK",4,"NoSpatial","dist_str + elev + slope + BB","pi[1, 2]","Group Size Class 1","Distance Bin 2",0.0911420926914235,0.00300619953172279,4.94798281009837e-05,0.091135546198232,0.0850592974243007,0.0967944798913463
"Muntjac","MJK",4,"NoSpatial","dist_str + elev + slope + BB","pi[2, 2]","Group Size Class 2","Distance Bin 2",0.0464359479426873,0.00156762695835429,2.62952278752646e-05,0.0464291142912907,0.0433008856952981,0.0494451739614837
"Muntjac","MJK",4,"NoSpatial","dist_str + elev + slope + BB","pi[1, 3]","Group Size Class 1","Distance Bin 3",0.0479191071260564,0.00425919065226967,6.99144111623179e-05,0.0477795301486618,0.0393544023438602,0.0559723194252108
"Muntjac","MJK",4,"NoSpatial","dist_str + elev + slope + BB","pi[2, 3]","Group Size Class 2","Distance Bin 3",0.0247398538191918,0.00222122748841324,3.72741852476185e-05,0.0246701221809185,0.0205497256463369,0.029256435918903
"Muntjac","MJK",4,"NoSpatial","dist_str + elev + slope + BB","pi[1, 4]","Group Size Class 1","Distance Bin 4",0.0183712256858021,0.00318288243049279,5.21146674247923e-05,0.0181378788944925,0.0123536687362704,0.0245823176933908
"Muntjac","MJK",4,"NoSpatial","dist_str + elev + slope + BB","pi[2, 4]","Group Size Class 2","Distance Bin 4",0.00967626471152073,0.00169217742122286,2.83590573117275e-05,0.00955267279230851,0.00643767258099853,0.013002519202854
"Muntjac","MJK",4,"NoSpatial","dist_str + elev + slope + BB","pi[1, 5]","Group Size Class 1","Distance Bin 5",0.00517039523479402,0.00148849898819677,2.42479049906672e-05,0.00498243558149551,0.00258354123924207,0.00813726334474528
"Muntjac","MJK",4,"NoSpatial","dist_str + elev + slope + BB","pi[2, 5]","Group Size Class 2","Distance Bin 5",0.00279748978970005,0.000813920605787689,1.36222845490668e-05,0.0026944864911527,0.00134668541038402,0.00441099677009113
"Muntjac","MJK",4,"NoSpatial","dist_str + elev + slope + BB","sigma[1]","Group Size Class 1","-",34.8020243679975,1.56948235867199,0.0257343667796558,34.7204688883012,31.6763645489517,37.7707987665389
"Muntjac","MJK",4,"NoSpatial","dist_str + elev + slope + BB","sigma[2]","Group Size Class 2","-",35.1790029020679,1.63460070994861,0.0274027154527887,35.0949921322692,31.951957991325,38.3273210554403
"Muntjac","MJK",4,"NoSpatial","dist_str + elev + slope + BB","sigma0","-","-",3.54866457582977,0.0449139274595837,0.000737231075732104,3.54732939454602,3.45934763209859,3.63477221038497
"Muntjac","MJK",5,"NoSpatial","slope + DE","gs_k[1]","Group Size Class 1","-",0.664197644903076,0.00239521868988278,4.82269982670287e-05,0.664910788748667,0.659291297760771,0.666666603996514
"Muntjac","MJK",5,"NoSpatial","slope + DE","gs_k[2]","Group Size Class 2","-",0.335802355096924,0.00239521868988278,4.8226998267029e-05,0.335089211251333,0.333333396003486,0.340708702239229
"Muntjac","MJK",5,"NoSpatial","slope + DE","muc","-","-",1.01119131080007,0.0109294284637645,0.000220319916169911,1.00792231656207,1.00000028201571,1.03356044102635
"Muntjac","MJK",5,"NoSpatial","slope + DE","p","-","-",0.0107127197645147,0.0107252198875075,0.000224290597520871,0.00731525101966229,2.06536847173477e-09,0.0322170023456027
"Muntjac","MJK",5,"NoSpatial","slope + DE","pi[1, 1]","Group Size Class 1","Distance Bin 1",0.125838732303775,0.000750042751226104,1.32566184428484e-05,0.125887243071697,0.12428090531812,0.127216996438245
"Muntjac","MJK",5,"NoSpatial","slope + DE","pi[2, 1]","Group Size Class 2","Distance Bin 1",0.0636917570949411,0.000545136025380594,1.03331402809195e-05,0.0636144260903042,0.0627223955596241,0.0647994335770667
"Muntjac","MJK",5,"NoSpatial","slope + DE","pi[1, 2]","Group Size Class 1","Distance Bin 2",0.0911420926914235,0.00300619953172279,4.94798281009837e-05,0.091135546198232,0.0850592974243007,0.0967944798913463
"Muntjac","MJK",5,"NoSpatial","slope + DE","pi[2, 2]","Group Size Class 2","Distance Bin 2",0.0464359479426873,0.00156762695835429,2.62952278752646e-05,0.0464291142912907,0.0433008856952981,0.0494451739614837
"Muntjac","MJK",5,"NoSpatial","slope + DE","pi[1, 3]","Group Size Class 1","Distance Bin 3",0.0479191071260564,0.00425919065226967,6.99144111623179e-05,0.0477795301486618,0.0393544023438602,0.0559723194252108
"Muntjac","MJK",5,"NoSpatial","slope + DE","pi[2, 3]","Group Size Class 2","Distance Bin 3",0.0247398538191918,0.00222122748841324,3.72741852476185e-05,0.0246701221809185,0.0205497256463369,0.029256435918903
"Muntjac","MJK",5,"NoSpatial","slope + DE","pi[1, 4]","Group Size Class 1","Distance Bin 4",0.0183712256858021,0.00318288243049279,5.21146674247923e-05,0.0181378788944925,0.0123536687362704,0.0245823176933908
"Muntjac","MJK",5,"NoSpatial","slope + DE","pi[2, 4]","Group Size Class 2","Distance Bin 4",0.00967626471152073,0.00169217742122286,2.83590573117275e-05,0.00955267279230851,0.00643767258099853,0.013002519202854
"Muntjac","MJK",5,"NoSpatial","slope + DE","pi[1, 5]","Group Size Class 1","Distance Bin 5",0.00517039523479402,0.00148849898819677,2.42479049906672e-05,0.00498243558149551,0.00258354123924207,0.00813726334474528
"Muntjac","MJK",5,"NoSpatial","slope + DE","pi[2, 5]","Group Size Class 2","Distance Bin 5",0.00279748978970005,0.000813920605787689,1.36222845490668e-05,0.0026944864911527,0.00134668541038402,0.00441099677009113
"Muntjac","MJK",5,"NoSpatial","slope + DE","sigma[1]","Group Size Class 1","-",34.8020243679975,1.56948235867199,0.0257343667796558,34.7204688883012,31.6763645489517,37.7707987665389
"Muntjac","MJK",5,"NoSpatial","slope + DE","sigma[2]","Group Size Class 2","-",35.1790029020679,1.63460070994861,0.0274027154527887,35.0949921322692,31.951957991325,38.3273210554403
"Muntjac","MJK",5,"NoSpatial","slope + DE","sigma0","-","-",3.54866457582977,0.0449139274595837,0.000737231075732104,3.54732939454602,3.45934763209859,3.63477221038497
"Muntjac","MJK",6,"NoSpatial","ndvi_cv + slope","gs_k[1]","Group Size Class 1","-",0.664197644903076,0.00239521868988278,4.82269982670287e-05,0.664910788748667,0.659291297760771,0.666666603996514
"Muntjac","MJK",6,"NoSpatial","ndvi_cv + slope","gs_k[2]","Group Size Class 2","-",0.335802355096924,0.00239521868988278,4.8226998267029e-05,0.335089211251333,0.333333396003486,0.340708702239229
"Muntjac","MJK",6,"NoSpatial","ndvi_cv + slope","muc","-","-",1.01119131080007,0.0109294284637645,0.000220319916169911,1.00792231656207,1.00000028201571,1.03356044102635
"Muntjac","MJK",6,"NoSpatial","ndvi_cv + slope","p","-","-",0.0107127197645147,0.0107252198875075,0.000224290597520871,0.00731525101966229,2.06536847173477e-09,0.0322170023456027
"Muntjac","MJK",6,"NoSpatial","ndvi_cv + slope","pi[1, 1]","Group Size Class 1","Distance Bin 1",0.125838732303775,0.000750042751226104,1.32566184428484e-05,0.125887243071697,0.12428090531812,0.127216996438245
"Muntjac","MJK",6,"NoSpatial","ndvi_cv + slope","pi[2, 1]","Group Size Class 2","Distance Bin 1",0.0636917570949411,0.000545136025380594,1.03331402809195e-05,0.0636144260903042,0.0627223955596241,0.0647994335770667
"Muntjac","MJK",6,"NoSpatial","ndvi_cv + slope","pi[1, 2]","Group Size Class 1","Distance Bin 2",0.0911420926914235,0.00300619953172279,4.94798281009837e-05,0.091135546198232,0.0850592974243007,0.0967944798913463
"Muntjac","MJK",6,"NoSpatial","ndvi_cv + slope","pi[2, 2]","Group Size Class 2","Distance Bin 2",0.0464359479426873,0.00156762695835429,2.62952278752646e-05,0.0464291142912907,0.0433008856952981,0.0494451739614837
"Muntjac","MJK",6,"NoSpatial","ndvi_cv + slope","pi[1, 3]","Group Size Class 1","Distance Bin 3",0.0479191071260564,0.00425919065226967,6.99144111623179e-05,0.0477795301486618,0.0393544023438602,0.0559723194252108
"Muntjac","MJK",6,"NoSpatial","ndvi_cv + slope","pi[2, 3]","Group Size Class 2","Distance Bin 3",0.0247398538191918,0.00222122748841324,3.72741852476185e-05,0.0246701221809185,0.0205497256463369,0.029256435918903
"Muntjac","MJK",6,"NoSpatial","ndvi_cv + slope","pi[1, 4]","Group Size Class 1","Distance Bin 4",0.0183712256858021,0.00318288243049279,5.21146674247923e-05,0.0181378788944925,0.0123536687362704,0.0245823176933908
"Muntjac","MJK",6,"NoSpatial","ndvi_cv + slope","pi[2, 4]","Group Size Class 2","Distance Bin 4",0.00967626471152073,0.00169217742122286,2.83590573117275e-05,0.00955267279230851,0.00643767258099853,0.013002519202854
"Muntjac","MJK",6,"NoSpatial","ndvi_cv + slope","pi[1, 5]","Group Size Class 1","Distance Bin 5",0.00517039523479402,0.00148849898819677,2.42479049906672e-05,0.00498243558149551,0.00258354123924207,0.00813726334474528
"Muntjac","MJK",6,"NoSpatial","ndvi_cv + slope","pi[2, 5]","Group Size Class 2","Distance Bin 5",0.00279748978970005,0.000813920605787689,1.36222845490668e-05,0.0026944864911527,0.00134668541038402,0.00441099677009113
"Muntjac","MJK",6,"NoSpatial","ndvi_cv + slope","sigma[1]","Group Size Class 1","-",34.8020243679975,1.56948235867199,0.0257343667796558,34.7204688883012,31.6763645489517,37.7707987665389
"Muntjac","MJK",6,"NoSpatial","ndvi_cv + slope","sigma[2]","Group Size Class 2","-",35.1790029020679,1.63460070994861,0.0274027154527887,35.0949921322692,31.951957991325,38.3273210554403
"Muntjac","MJK",6,"NoSpatial","ndvi_cv + slope","sigma0","-","-",3.54866457582977,0.0449139274595837,0.000737231075732104,3.54732939454602,3.45934763209859,3.63477221038497
"Muntjac","MJK",7,"Spatial","slope + DE","gs_k[1]","Group Size Class 1","-",0.664270861397565,0.00235734300815984,5.0162472656727e-05,0.664974111937415,0.659674993927801,0.66666631387563
"Muntjac","MJK",7,"Spatial","slope + DE","gs_k[2]","Group Size Class 2","-",0.335729138602435,0.00235734300815984,5.01624726567271e-05,0.335025888062585,0.33333368612437,0.340325006072199
"Muntjac","MJK",7,"Spatial","slope + DE","muc","-","-",1.01085818414825,0.0107582722486709,0.000229262978982131,1.00763588250523,1.00000158756051,1.03179598803906
"Muntjac","MJK",7,"Spatial","slope + DE","p","-","-",0.0105196524479947,0.0104213109140287,0.000217834825968077,0.00730961571359073,3.03520406277165e-06,0.0312612708638887
"Muntjac","MJK",7,"Spatial","slope + DE","pi[1, 1]","Group Size Class 1","Distance Bin 1",0.12583451796955,0.000741321304409346,1.32996505765837e-05,0.125880109579217,0.12435772550992,0.127252899208705
"Muntjac","MJK",7,"Spatial","slope + DE","pi[2, 1]","Group Size Class 2","Distance Bin 1",0.0636676167855478,0.000534283878568998,1.0385714578083e-05,0.0635998955143985,0.0627401561376818,0.0647667942292832
"Muntjac","MJK",7,"Spatial","slope + DE","pi[1, 2]","Group Size Class 1","Distance Bin 2",0.0910602702193472,0.0029665057408618,5.2112173841654e-05,0.0910640919040135,0.0853939231227054,0.0970074413724258
"Muntjac","MJK",7,"Spatial","slope + DE","pi[2, 2]","Group Size Class 2","Distance Bin 2",0.046373464092783,0.00154282459892206,2.68704715277812e-05,0.0463722393365913,0.0434245607635015,0.0494049534093758
"Muntjac","MJK",7,"Spatial","slope + DE","pi[1, 3]","Group Size Class 1","Distance Bin 3",0.0477904674357345,0.00419348988983281,7.34804036482338e-05,0.0476895844471432,0.0395728353536045,0.0559046657749953
"Muntjac","MJK",7,"Spatial","slope + DE","pi[2, 3]","Group Size Class 2","Distance Bin 3",0.0246573506390247,0.00218513224279898,3.77559970992543e-05,0.0245842857093976,0.0205166177877379,0.0290435846471458
"Muntjac","MJK",7,"Spatial","slope + DE","pi[1, 4]","Group Size Class 1","Distance Bin 4",0.0182699946469085,0.00312339659877849,5.45632206399227e-05,0.0180567011675395,0.0125374786252303,0.02457302989622
"Muntjac","MJK",7,"Spatial","slope + DE","pi[2, 4]","Group Size Class 2","Distance Bin 4",0.00961378996353848,0.00165971096135273,2.86034254347835e-05,0.00949339819915608,0.00657759700532236,0.0129940361203933
"Muntjac","MJK",7,"Spatial","slope + DE","pi[1, 5]","Group Size Class 1","Distance Bin 5",0.00512101394409359,0.00145348837456385,2.52379793702746e-05,0.00494758299417109,0.00257228550822014,0.00804855450967478
"Muntjac","MJK",7,"Spatial","slope + DE","pi[2, 5]","Group Size Class 2","Distance Bin 5",0.00276706916168185,0.000793902227942943,1.36238266685089e-05,0.00266792261359811,0.00139300979748322,0.00440658776345427
"Muntjac","MJK",7,"Spatial","slope + DE","sigma[1]","Group Size Class 1","-",34.7518085749415,1.54220342244835,0.0269905765237919,34.6858366626097,31.717992199534,37.7203231823827
"Muntjac","MJK",7,"Spatial","slope + DE","sigma[2]","Group Size Class 2","-",35.1214076896349,1.60614281182628,0.0277073250474391,35.0400657465023,32.095701754552,38.3579863997371
"Muntjac","MJK",7,"Spatial","slope + DE","sigma0","-","-",3.54725218673651,0.0442121773918865,0.000774857901554224,3.54633143828801,3.46189432732853,3.63480309599471
"Sambar deer","SBR",1,"Spatial","dist_str + ndvi_cv + elev + BB + DD","gs_k[1]","Group Size Class 1","-",0.596181353082436,0.00376202812227612,0.000129267677989071,0.597292783830814,0.588708600121008,0.599998821058556
"Sambar deer","SBR",1,"Spatial","dist_str + ndvi_cv + elev + BB + DD","gs_k[2]","Group Size Class 2","-",0.301890094867457,0.00184370264143656,6.31346739795531e-05,0.301348717642452,0.300000589469796,0.305560376806114
"Sambar deer","SBR",1,"Spatial","dist_str + ndvi_cv + elev + BB + DD","gs_k[3]","Group Size Class 3","-",0.101928552050107,0.00191849705930399,6.61386316461154e-05,0.101358498526734,0.100000589471649,0.105731023072878
"Sambar deer","SBR",1,"Spatial","dist_str + ndvi_cv + elev + BB + DD","muc","-","-",1.01282617329503,0.0127308897906075,0.000438571878198096,1.00904857986059,1.00000392980945,1.03807002902049
"Sambar deer","SBR",1,"Spatial","dist_str + ndvi_cv + elev + BB + DD","p","-","-",0.011604370682287,0.0115049226734079,0.000355244960420386,0.00798883792968224,1.76611984336467e-06,0.0350192614046837
"Sambar deer","SBR",1,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[1, 1]","Group Size Class 1","Distance Bin 1",0.110201675223659,0.00110684104282305,3.2531777405155e-05,0.110298528049316,0.107935934650816,0.112183091831194
"Sambar deer","SBR",1,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[2, 1]","Group Size Class 2","Distance Bin 1",0.0558998630503617,0.000527840858926892,1.47059621629402e-05,0.0558755456682516,0.0548771400343719,0.0569735777847349
"Sambar deer","SBR",1,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[3, 1]","Group Size Class 3","Distance Bin 1",0.0189050918020927,0.000376794128948827,1.17825926724704e-05,0.0188233699491383,0.0183228120991442,0.0197062359334036
"Sambar deer","SBR",1,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[1, 2]","Group Size Class 1","Distance Bin 2",0.0690300947291822,0.00362956288868303,9.67563042034233e-05,0.0690939146132315,0.0618535882200087,0.0758888210686891
"Sambar deer","SBR",1,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[2, 2]","Group Size Class 2","Distance Bin 2",0.0353752427481839,0.00183578909814265,4.85751218211332e-05,0.035363809973593,0.0318177257219305,0.0390131036136892
"Sambar deer","SBR",1,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[3, 2]","Group Size Class 3","Distance Bin 2",0.0120828883161926,0.00067888759678805,1.83770154184693e-05,0.0120744262670757,0.0107365723412679,0.0134232078396052
"Sambar deer","SBR",1,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[1, 3]","Group Size Class 1","Distance Bin 3",0.0272336932580911,0.00382925631074352,0.000101470291327279,0.0270837906706177,0.0201829254612719,0.0350179682723239
"Sambar deer","SBR",1,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[2, 3]","Group Size Class 2","Distance Bin 3",0.014244721096978,0.00199398064428304,5.28264147517974e-05,0.0141536856969232,0.0105199299458402,0.0182656147344344
"Sambar deer","SBR",1,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[3, 3]","Group Size Class 3","Distance Bin 3",0.00496566378510377,0.00072983091305388,1.96468014914406e-05,0.0049199972900627,0.00362744910679172,0.00649231060936557
"Sambar deer","SBR",1,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[1, 4]","Group Size Class 1","Distance Bin 4",0.00684030217843524,0.00187025120631056,4.93331402447025e-05,0.00665526202264131,0.00339679691721334,0.0104734925050546
"Sambar deer","SBR",1,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[2, 4]","Group Size Class 2","Distance Bin 4",0.0036896696570995,0.0010084398555149,2.6649989469378e-05,0.00358106183377527,0.00188311394520912,0.00571372201459948
"Sambar deer","SBR",1,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[3, 4]","Group Size Class 3","Distance Bin 4",0.00132814915480528,0.000383213646841379,1.03058385700932e-05,0.0012788658364639,0.000638736891758194,0.00209969099117919
"Sambar deer","SBR",1,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[1, 5]","Group Size Class 1","Distance Bin 5",0.00111125118124088,0.000506835400318273,1.32316148848637e-05,0.00102147462820121,0.000292401402713359,0.00210368634803738
"Sambar deer","SBR",1,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[2, 5]","Group Size Class 2","Distance Bin 5",0.000624662370716524,0.000285867547693265,7.48496247985659e-06,0.000571790127788831,0.000171505285101498,0.00120391139079815
"Sambar deer","SBR",1,"Spatial","dist_str + ndvi_cv + elev + BB + DD","pi[3, 5]","Group Size Class 3","Distance Bin 5",0.000235424735960911,0.000115313244132224,3.07297297956542e-06,0.00021151289417571,5.20904462673893e-05,0.000459359147313903
"Sambar deer","SBR",1,"Spatial","dist_str + ndvi_cv + elev + BB + DD","sigma[1]","Group Size Class 1","-",28.7127246944424,1.42783234876925,0.0377587611477994,28.665224929401,26.1322378761034,31.6793714728934
"Sambar deer","SBR",1,"Spatial","dist_str + ndvi_cv + elev + BB + DD","sigma[2]","Group Size Class 2","-",29.0493777971964,1.47590602771565,0.0391775345404497,28.9749945415408,26.3058861637322,32.0512078597183
"Sambar deer","SBR",1,"Spatial","dist_str + ndvi_cv + elev + BB + DD","sigma[3]","Group Size Class 3","-",29.3939523603108,1.60269913838499,0.0433771410279183,29.2815023120109,26.3533757546451,32.6754009742975
"Sambar deer","SBR",1,"Spatial","dist_str + ndvi_cv + elev + BB + DD","sigma0","-","-",3.35610790843156,0.0496265941028444,0.00131285148887778,3.35568471316022,3.26334550940464,3.45582657887096
"Sambar deer","SBR",2,"Spatial","ndvi_cv + elev + BB","gs_k[1]","Group Size Class 1","-",0.596270353054845,0.0035933520711221,0.000109950793457097,0.597388420565129,0.589096905282027,0.599998550741122
