grid_id,dist_ranger,dist_salt,dist_vill,dist_str,slope_var,ndvi_cv
274,5099.02,1414.21,10770.3,2236.07,45.663,0.103
275,5385.17,2236.07,9848.86,3162.28,32.638,0.082
276,5830.95,2000,8944.27,4123.11,40.102,0.107
277,6403.12,1000,8062.26,5000,47.973,0.081
278,5830.95,0,7211.1,4242.64,62.824,0.071
279,5000,1000,6403.12,3605.55,44.049,0.058
280,4242.64,2000,5656.85,3162.28,89.64,0.059
281,3605.55,3000,5000,2828.43,111.121,0.078
282,3162.28,4000,4472.14,2236.07,38.321,0.09
283,3000,5000,4123.11,2000,25.085,0.091
284,3162.28,6000,4000,1414.21,55.103,0.111
285,3605.55,7000,4123.11,1000,49.806,0.093
286,4242.64,8000,4472.14,1000,28.715,0.064
287,5000,9000,5000,1414.21,36.195,0.062
288,7810.25,3605.55,31144.8,3000,25.938,0.127
289,7211.1,2828.43,30149.6,3000,30.199,0.109
290,6708.2,2236.07,29154.8,3162.28,35.034,0.099
291,6324.56,2000,28160.3,3605.55,29.441,0.104
292,6082.76,2236.07,27166.2,4242.64,56.154,0.115
293,6000,2236.07,26172.5,5000,40.309,0.091
294,6082.76,1414.21,25179.4,5385.17,50.621,0.119
295,6324.56,1000,24186.8,5830.95,14.189,0.114
296,6708.2,0,23194.8,6403.12,16.546,0.113
297,7211.1,1000,22203.6,7071.07,30.789,0.124
298,7810.25,1000,21213.2,6708.2,40.815,0.113
299,8485.28,0,20223.7,5830.95,64.439,0.074
300,9219.54,1000,19235.4,5000,47.733,0.064
301,8944.27,2000,18248.3,4000,73.204,0.065
302,8485.28,2000,17262.7,3000,61.096,0.069
303,7810.25,1000,16278.8,2000,42.426,0.108
304,7211.1,0,15297.1,1000,52.357,0.118
305,6708.2,1000,14317.8,0,7.631,0.103
306,6324.56,1000,13341.7,0,10.327,0.09
307,6082.76,1414.21,12369.3,1000,1.745,0.09
308,6000,2000,11401.8,2000,16.329,0.106
309,6082.76,2236.07,10440.3,2828.43,55.345,0.11
310,6324.56,2828.43,9486.83,3605.55,50.799,0.09
311,6708.2,2236.07,8544,4472.14,40.744,0.11
312,6324.56,1414.21,7615.77,5385.17,55.596,0.083
313,5385.17,1000,6708.2,5000,63.725,0.077
314,4472.14,1414.21,5830.95,4472.14,98.028,0.071
315,3605.55,2236.07,5000,4123.11,82.406,0.06
316,2828.43,3162.28,4242.64,3605.55,38.577,0.052
317,2236.07,4123.11,3605.55,3162.28,27.287,0.066
318,2000,5099.02,3162.28,2828.43,25.542,0.056
319,2236.07,6082.76,3000,2236.07,48.166,0.096
320,8602.33,3162.28,31064.4,4000,31.553,0.142
321,8062.26,2236.07,30066.6,4000,25.372,0.105
322,7615.77,1414.21,29068.9,4123.11,21.777,0.095
323,7280.11,1000,28071.3,4472.14,14.57,0.106
324,7071.07,1414.21,27074,5000,37.287,0.121
325,7000,2236.07,26076.8,5656.85,78.101,0.102
326,7071.07,2236.07,25079.9,6324.56,56.362,0.11
327,7280.11,1414.21,24083.2,6708.2,6.072,0.103
328,7615.77,1000,23086.8,7211.1,9.423,0.111
329,8062.26,0,22090.7,7211.1,22.005,0.125
330,8602.33,1000,21095,6324.56,45.589,0.113
331,9219.54,1000,20099.8,5385.17,61.97,0.08
332,8602.33,1000,19105,4472.14,34.532,0.058
333,8062.26,1414.21,18110.8,3605.55,67.43,0.067
334,7615.77,2236.07,17117.2,2828.43,64.22,0.077
335,7280.11,1414.21,16124.5,2236.07,24.837,0.107
336,7071.07,1000,15132.7,1414.21,30.201,0.094
337,7000,1000,14142.1,1000,2.508,0.097
338,7071.07,0,13152.9,0,17.209,0.093
339,7071.07,1000,12165.5,1000,1.764,0.101
340,7000,2000,11180.3,2000,13.451,0.117
341,7071.07,2828.43,10198,3000,73.184,0.128
342,7280.11,2236.07,9219.54,4000,93.668,0.094
343,7071.07,1414.21,8246.21,5000,29.481,0.07
344,6082.76,1000,7280.11,5830.95,31.813,0.086
345,5099.02,1414.21,6324.56,5830.95,14.249,0.086
346,4123.11,2236.07,5385.17,5385.17,17.975,0.061
347,3162.28,2828.43,4472.14,5000,87.938,0.069
348,2236.07,3605.55,3605.55,4472.14,42.818,0.055
349,9433.98,3000,31016.1,5000,41.458,0.126
350,8944.27,2000,30016.7,5000,40.169,0.094
351,8544,1000,29017.2,5099.02,44.886,0.091
352,8246.21,0,28017.9,5385.17,12.11,0.097
353,8062.26,1000,27018.5,5830.95,21.644,0.12
354,8000,2000,26019.2,6403.12,37.551,0.101
355,8062.26,2828.43,25020,7071.07,24.38,0.103
356,8246.21,2236.07,24020.8,7615.77,10.893,0.105
357,8544,1414.21,23021.7,7615.77,5.114,0.122
358,8944.27,1000,22022.7,6708.2,12.812,0.136
359,9219.54,1414.21,21023.8,5830.95,23.459,0.104
360,8485.28,1000,20025,5000,60.045,0.094
361,7810.25,0,19026.3,4123.11,16.816,0.062
362,7211.1,1000,18027.8,3162.28,155.203,0.075
363,6708.2,2000,17029.4,2236.07,75.466,0.082
364,6324.56,1414.21,16031.2,1414.21,41.339,0.103
365,6082.76,1000,15033.3,1000,12.502,0.084
366,6000,1414.21,14035.7,0,3.509,0.074
367,6082.76,1000,13038.4,0,14.098,0.111
368,6324.56,1000,12041.6,1000,2.224,0.09
369,6708.2,1414.21,11045.4,2000,1.949,0.095
370,7211.1,2236.07,10049.9,3000,46.044,0.102
371,7810.25,2000,9055.38,4000,66.799,0.099
372,7000,1000,8062.26,5000,64.343,0.108
373,6000,0,7071.07,6000,57.765,0.106
374,5000,1000,6082.76,6708.2,77.141,0.097
375,4000,2000,5099.02,6324.56,39.397,0.079
376,3000,3000,4123.11,5830.95,96.031,0.08
377,2000,4000,3162.28,5385.17,62.114,0.059
378,10295.6,3162.28,31000,6000,58.266,0.105
379,9848.86,2236.07,30000,6000,41.448,0.093
380,9486.83,1414.21,29000,6082.76,46.098,0.082
381,9219.54,1000,28000,6324.56,13.854,0.091
382,9055.38,1414.21,27000,6708.2,43.106,0.102
383,9000,2236.07,26000,7211.1,30.318,0.092
384,9055.38,3000,25000,7810.25,34.088,0.105
385,9219.54,2000,24000,8246.21,26.703,0.117
386,9486.83,1000,23000,7280.11,4.431,0.112
387,9433.98,0,22000,6324.56,14.794,0.123
388,8602.33,1000,21000,5385.17,9.397,0.108
389,7810.25,1414.21,20000,4472.14,59.522,0.096
390,7071.07,1000,19000,3605.55,48.871,0.093
391,6403.12,1414.21,18000,2828.43,52.646,0.086
392,5830.95,2000,17000,2000,36.096,0.096
393,5385.17,1000,16000,1000,61.79,0.099
394,5099.02,0,15000,0,3.239,0.088
395,5000,1000,14000,0,1.828,0.079
396,5099.02,0,13000,1000,1.761,0.118
397,5385.17,0,12000,1414.21,1.466,0.103
398,5830.95,1000,11000,2236.07,5.527,0.107
399,6403.12,2000,10000,3162.28,49.001,0.11
400,7071.07,2236.07,9000,4123.11,51.725,0.105
401,7071.07,1414.21,8000,5099.02,81.753,0.094
402,6082.76,1000,7000,6082.76,48.415,0.097
403,5099.02,1414.21,6000,6324.56,47.712,0.096
404,4123.11,2236.07,5000,6082.76,43.373,0.079
405,3162.28,3162.28,4000,6000,73.206,0.077
406,2236.07,4123.11,3000,6082.76,69.089,0.078
407,11180.3,3605.55,31016.1,7000,35.546,0.09
408,10770.3,2828.43,30016.7,7000,70.856,0.068
409,10440.3,2236.07,29017.2,7071.07,46.191,0.075
410,10198,2000,28017.9,7280.11,27.279,0.083
411,10049.9,2236.07,27018.5,7615.77,47.687,0.098
412,10000,2828.43,26019.2,8062.26,26.509,0.092
413,10049.9,3162.28,25020,8602.33,28.201,0.105
414,10198,2236.07,24020.8,8062.26,44.748,0.112
415,9848.86,1414.21,23021.7,7071.07,23.215,0.098
416,8944.27,1000,22022.7,6082.76,31.433,0.119
417,8062.26,1414.21,21023.8,5099.02,54.701,0.103
418,7211.1,2236.07,20025,4123.11,45.562,0.092
419,6403.12,2000,19026.3,3162.28,43.476,0.075
420,5656.85,2236.07,18027.8,2236.07,21.759,0.104
421,5000,2236.07,17029.4,1414.21,33.004,0.114
422,4472.14,1414.21,16031.2,1000,17.653,0.1
423,4123.11,1000,15033.3,0,3.898,0.078
424,4000,1000,14035.7,0,1.493,0.095
425,4123.11,0,13038.4,1000,1.537,0.127
426,4472.14,1000,12041.6,2000,3.417,0.107
427,5000,1414.21,11045.4,2828.43,7.27,0.092
428,5656.85,2236.07,10049.9,3605.55,45.537,0.093
429,6403.12,2000,9055.38,4472.14,110.04,0.09
430,7211.1,1000,8062.26,5385.17,34.026,0.097
431,6324.56,0,7071.07,5830.95,40.555,0.104
432,5385.17,1000,6082.76,5385.17,51.613,0.108
433,4472.14,2000,5099.02,5099.02,34.679,0.067
434,3605.55,3000,4123.11,5000,91.453,0.065
435,2828.43,4000,3162.28,5099.02,78.725,0.067
436,11704.7,3605.55,30066.6,8000,43.875,0.055
437,11401.8,3162.28,29068.9,8062.26,46.604,0.067
438,11180.3,3000,28071.3,8246.21,50.127,0.073
439,11045.4,3162.28,27074,8544,53.423,0.074
440,11000,3605.55,26076.8,8944.27,17.591,0.099
441,11045.4,3605.55,25079.9,9000,47.887,0.118
442,10440.3,2828.43,24083.2,8000,20.065,0.103
443,9486.83,2236.07,23086.8,7000,14.757,0.098
444,8544,2000,22090.7,6000,15.683,0.131
445,7615.77,2236.07,21095,5000,63.634,0.121
446,6708.2,2828.43,20099.8,4000,39.993,0.094
447,5830.95,3000,19105,3000,48.592,0.07
448,5000,3162.28,18110.8,2000,20.793,0.121
449,4242.64,2828.43,17117.2,1000,24.472,0.134
450,3605.55,2236.07,16124.5,0,22.311,0.085
451,3162.28,2000,15132.7,0,6.807,0.072
452,3000,1414.21,14142.1,1000,2.561,0.09
453,3162.28,1000,13152.9,1414.21,1.41,0.115
454,3605.55,1414.21,12165.5,2236.07,2.021,0.097
455,4242.64,2236.07,11180.3,3162.28,10.832,0.094
456,5000,2828.43,10198,4123.11,57.197,0.093
457,5830.95,2236.07,9219.54,5000,67.776,0.125
458,6708.2,1414.21,8246.21,5656.85,44.636,0.099
459,6708.2,1000,7280.11,5000,47.327,0.096
460,5830.95,1414.21,6324.56,4472.14,36.88,0.084
461,5000,2236.07,5385.17,4123.11,26.303,0.084
462,4242.64,3162.28,4472.14,4000,70.609,0.085
463,3605.55,4123.11,3605.55,4123.11,45.44,0.057
464,13000,5000,31016.1,9000,66.633,0.082
465,12649.1,4472.14,30016.7,9000,27.804,0.049
466,12369.3,4123.11,29017.2,9055.38,74.688,0.051
467,12165.5,4000,28017.9,9219.54,72.734,0.064
468,12041.6,4123.11,27018.5,9486.83,36.193,0.079
469,12000,4472.14,26019.2,9848.86,26.779,0.092
470,11180.3,4242.64,25020,9055.38,42.464,0.093
471,10198,3605.55,24020.8,8062.26,27.467,0.094
472,9219.54,3162.28,23021.7,7071.07,27.877,0.085
473,8246.21,3000,22022.7,6082.76,31.872,0.108
474,7280.11,3162.28,21023.8,5099.02,48.078,0.123
475,6324.56,3000,20025,4123.11,37.297,0.081
476,5385.17,3162.28,19026.3,3162.28,27.239,0.086
477,4472.14,3605.55,18027.8,2236.07,29.007,0.112
478,3605.55,3605.55,17029.4,1414.21,19.358,0.133
479,2828.43,3162.28,16031.2,1000,7,0.074
480,2236.07,2828.43,15033.3,0,1.955,0.081
481,2000,2236.07,14035.7,0,5.023,0.07
482,2236.07,2000,13038.4,1000,5.217,0.095
483,2828.43,2236.07,12041.6,2000,31.936,0.1
484,3605.55,2828.43,11045.4,3000,57.091,0.112
485,4472.14,2236.07,10049.9,4000,60.957,0.086
486,5385.17,1414.21,9055.38,5000,98.989,0.111
487,6324.56,1000,8062.26,5000,64.184,0.112
488,6403.12,1414.21,7071.07,4242.64,46.225,0.119
489,5656.85,2236.07,6082.76,3605.55,9.303,0.093
490,5000,2828.43,5099.02,3162.28,19.916,0.085
491,4472.14,3605.55,4123.11,3000,49.247,0.074
492,4123.11,4472.14,3162.28,3162.28,46.423,0.087
493,14317.8,6403.12,32000,10049.9,36.26,0.067
494,13928.4,5830.95,31000,10000,38.108,0.075
495,13601.5,5385.17,30000,10000,35.572,0.067
496,13341.7,5099.02,29000,10049.9,48.084,0.064
497,13152.9,5000,28000,10198,54.418,0.059
498,13038.4,5099.02,27000,10440.3,46.832,0.061
499,12041.6,5099.02,26000,10198,36.119,0.075
500,11045.4,5000,25000,9219.54,36.875,0.089
501,10049.9,4472.14,24000,8246.21,30.81,0.079
502,9055.38,3605.55,23000,7280.11,36.311,0.085
503,8062.26,2828.43,22000,6324.56,46.573,0.098
504,7071.07,2236.07,21000,5385.17,25.263,0.11
505,6082.76,2000,20000,4472.14,52.884,0.081
506,5099.02,2236.07,19000,3605.55,48.883,0.099
507,4123.11,2828.43,18000,2828.43,37.062,0.091
508,3162.28,3605.55,17000,2236.07,21.048,0.117
509,2236.07,3162.28,16000,1414.21,5.409,0.053
510,1414.21,3000,15000,1000,1.024,0.085
511,1000,3000,14000,0,13.583,0.077
512,1414.21,3000,13000,1000,3.425,0.098
513,2236.07,3000,12000,2000,43.693,0.089
514,3162.28,3000,11000,3000,56.667,0.107
515,4123.11,2000,10000,4000,45.424,0.112
516,5099.02,1000,9000,5000,78.595,0.107
517,6082.76,0,8000,4472.14,20.288,0.12
518,5830.95,1000,7000,3605.55,34.162,0.115
519,5000,2000,6000,2828.43,34.173,0.094
520,4242.64,3000,5000,2236.07,21.021,0.081
521,3605.55,4000,4000,2000,15.616,0.079
522,3162.28,5000,3000,2236.07,29.07,0.166
523,15231.5,7211.1,32015.6,11045.4,52.911,0.068
524,14866.1,6708.2,31016.1,11000,40.87,0.068
525,14560.2,6324.56,30016.7,11000,55.474,0.06
526,14317.8,5656.85,29017.2,11045.4,49.972,0.045
527,14000,5000,28017.9,11180.3,26.834,0.054
528,13000,4472.14,27018.5,11401.8,28.273,0.068
529,12000,4123.11,26019.2,10440.3,27.105,0.085
530,11000,4000,25020,9486.83,15.587,0.057
531,10000,4000,24020.8,8544,29.438,0.057
532,9000,3162.28,23021.7,7615.77,54.904,0.076
533,8000,2236.07,22022.7,6708.2,37.673,0.078
534,7000,1414.21,21023.8,5830.95,59.441,0.093
535,6000,1000,20025,5000,22.037,0.068
536,5000,1414.21,19026.3,4123.11,23.037,0.083
537,4000,2236.07,18027.8,3162.28,24.78,0.08
538,3000,2828.43,17029.4,2236.07,29.872,0.102
539,2000,2236.07,16031.2,1414.21,11.323,0.093
540,1000,2000,15033.3,1000,1.264,0.086
541,0,2000,14035.7,0,9.292,0.068
542,1000,2236.07,13038.4,1000,3.489,0.093
543,2000,2000,12041.6,2000,37.3,0.079
544,3000,2236.07,11045.4,3000,80.345,0.098
545,4000,2236.07,10049.9,4000,56.235,0.112
546,5000,1414.21,9055.38,5000,91.381,0.119
547,6000,1000,8062.26,4123.11,48.195,0.13
548,5385.17,1414.21,7071.07,3162.28,37.48,0.09
549,4472.14,2236.07,6082.76,2236.07,51.98,0.094
550,3605.55,3162.28,5099.02,1414.21,20.279,0.114
551,2828.43,4123.11,4123.11,1000,48.614,0.132
552,2236.07,5099.02,3162.28,1414.21,24.444,0.174
553,16155.5,7615.77,32062.4,12041.6,50.553,0.064
554,15811.4,6708.2,31064.4,12000,43.003,0.058
555,15524.2,5830.95,30066.6,12000,80.711,0.053
556,15033.3,5000,29068.9,12041.6,51.406,0.049
557,14035.7,4242.64,28071.3,12165.5,39.029,0.062
558,13038.4,3605.55,27074,11704.7,20.439,0.045
559,12041.6,3162.28,26076.8,10770.3,15.556,0.051
560,11045.4,3000,25079.9,9848.86,12.501,0.055
561,10049.9,3000,24083.2,8944.27,63.915,0.079
562,9055.38,3000,23086.8,8000,57.733,0.085
563,8062.26,2000,22090.7,7000,22.479,0.087
564,7071.07,1000,21095,6000,35.335,0.085
565,6082.76,0,20099.8,5000,13.342,0.051
566,5099.02,1000,19105,4000,44.108,0.077
567,4123.11,2000,18110.8,3000,40.712,0.096
568,3162.28,2236.07,17117.2,2000,31.401,0.105
569,2236.07,1414.21,16124.5,1000,13.089,0.103
570,1414.21,1000,15132.7,0,8.019,0.086
571,1000,1000,14142.1,0,5.707,0.068
572,1414.21,1414.21,13152.9,1000,12.166,0.082
573,2236.07,1000,12165.5,2000,16.009,0.085
574,3162.28,1414.21,11180.3,3000,54.693,0.1
575,4123.11,2000,10198,4000,79.319,0.118
576,5099.02,1000,9219.54,4000,70.219,0.142
577,6082.76,0,8246.21,4000,60.533,0.116
578,5099.02,1000,7280.11,3000,74.267,0.122
579,4123.11,2000,6324.56,2000,34.965,0.153
580,3162.28,3000,5385.17,1000,30.059,0.16
581,2236.07,4000,4472.14,0,20.96,0.184
582,1414.21,4472.14,3605.55,1000,28.245,0.174
583,16763.1,6324.56,31144.8,13000,32.767,0.057
584,16124.5,5385.17,30149.6,13000,107.516,0.049
585,15132.7,4472.14,29154.8,13038.4,74.069,0.051
586,14142.1,3605.55,28160.3,13000,22.955,0.07
587,13152.9,2828.43,27166.2,12000,35.413,0.051
588,12165.5,2236.07,26172.5,11000,20.968,0.051
589,11180.3,2000,25179.4,10000,19.951,0.071
590,10198,2000,24186.8,9000,42.558,0.068
591,9219.54,2236.07,23194.8,8000,27.152,0.083
592,8246.21,2236.07,22203.6,7000,56.897,0.081
593,7280.11,1414.21,21213.2,6000,41.476,0.09
594,6324.56,1000,20223.7,5000,40.135,0.076
595,5385.17,1414.21,19235.4,4000,46.742,0.065
596,4472.14,2236.07,18248.3,3000,46.942,0.075
597,3605.55,2000,17262.7,2000,41.838,0.09
598,2828.43,1000,16278.8,1000,10.825,0.088
599,2236.07,0,15297.1,0,15.481,0.089
600,2000,0,14317.8,1000,11.012,0.1
601,2236.07,1000,13341.7,1414.21,1.85,0.102
602,2828.43,0,12369.3,2236.07,13.454,0.109
603,3605.55,1000,11401.8,2828.43,34.272,0.109
604,4472.14,2000,10440.3,3162.28,51.956,0.124
605,5385.17,1414.21,9486.83,3000,41.401,0.125
606,6000,1000,8544,3000,57.139,0.127
607,5000,1414.21,7615.77,3000,50.433,0.11
608,4000,2236.07,6708.2,2000,45.18,0.145
609,3000,3000,5830.95,1000,19.543,0.17
610,2000,3162.28,5000,0,23.047,0.207
611,1000,3605.55,4242.64,0,24.055,0.186
612,0,3605.55,3605.55,0,15.498,0.149
613,1000,3162.28,3162.28,0,23.433,0.136
614,2000,2828.43,3000,0,51.652,0.129
615,3000,2236.07,3162.28,0,62.911,0.107
616,4000,2000,3605.55,0,57.228,0.12
617,16278.8,5099.02,30265.5,14000,39.362,0.047
618,15297.1,4123.11,29274.6,14000,57.895,0.04
619,14317.8,3162.28,28284.3,13000,43.207,0.049
620,13341.7,2236.07,27294.7,12000,19.468,0.049
621,12369.3,1414.21,26305.9,11000,17.992,0.063
622,11401.8,1000,25318,10000,29.838,0.071
623,10440.3,1000,24331.1,9000,22.613,0.083
624,9486.83,1414.21,23345.2,8000,34.872,0.069
625,8544,2236.07,22360.7,7000,28.685,0.085
626,7615.77,2236.07,21377.6,6000,26.491,0.089
627,6708.2,2000,20396.1,5000,10.589,0.065
628,5830.95,2236.07,19416.5,4000,19.023,0.059
629,5000,2828.43,18439.1,3000,84.697,0.057
630,4242.64,2236.07,17464.2,2000,78.314,0.089
631,3605.55,1414.21,16492.4,1000,9.306,0.109
632,3162.28,1000,15524.2,0,24.235,0.102
633,3000,1000,14560.2,0,5.216,0.106
634,3162.28,1414.21,13601.5,1000,3.369,0.118
635,3605.55,1000,12649.1,1414.21,21.83,0.134
636,4242.64,1414.21,11704.7,2236.07,42.639,0.126
637,5000,2236.07,10770.3,2236.07,23.52,0.152
638,5830.95,2236.07,9848.86,2000,31.911,0.135
639,6082.76,2000,8944.27,2000,37.055,0.118
640,5099.02,2236.07,8062.26,2000,54.151,0.127
641,4123.11,2000,7211.1,2236.07,24.58,0.154
642,3162.28,2000,6403.12,1414.21,18.968,0.156
643,2236.07,2236.07,5656.85,1000,9.142,0.186
644,1414.21,2828.43,5000,0,14.901,0.146
645,1000,2828.43,4472.14,0,25.007,0.118
646,1414.21,2236.07,4123.11,1000,39.183,0.147
647,2236.07,2000,4000,1000,24.772,0.146
648,3162.28,1414.21,4123.11,1000,19.544,0.106
649,4123.11,1000,4472.14,0,46.134,0.111
650,5099.02,1000,5000,0,18.713,0.105
651,6082.76,0,5656.85,0,19.971,0.074
652,7071.07,1000,6403.12,0,60.615,0.056
653,8062.26,2000,7071.07,1000,28.571,0.062
654,7211.1,1000,7810.25,2000,26.658,0.053
655,16492.4,5000,30413.8,15000,49.367,0.062
656,15524.2,4000,29427.9,14035.7,59.755,0.043
657,14560.2,3000,28442.9,13038.4,52.071,0.052
658,13601.5,2000,27459.1,12041.6,21.447,0.06
659,12649.1,1000,26476.4,11045.4,21.014,0.055
660,11704.7,0,25495.1,10049.9,14.765,0.075
661,10770.3,0,24515.3,9055.38,24.079,0.072
662,9848.86,1000,23537.2,8062.26,58.776,0.078
663,8944.27,2000,22561,7071.07,28.951,0.095
664,8062.26,3000,21587,6082.76,12.774,0.087
665,7211.1,3000,20615.5,5099.02,12.614,0.073
666,6403.12,3162.28,19646.9,4123.11,5.585,0.076
667,5656.85,3605.55,18681.5,3162.28,97.75,0.1
668,5000,2828.43,17720,2236.07,40.468,0.112
669,4472.14,2236.07,16763.1,1414.21,24.303,0.093
670,4123.11,1414.21,15811.4,1000,4.953,0.089
671,4000,1000,14866.1,0,3.501,0.097
672,4123.11,1414.21,13928.4,0,24.053,0.127
673,4472.14,2000,13000,1000,46.436,0.133
674,5000,2236.07,12083,2000,24.65,0.123
675,5656.85,2828.43,11180.3,1414.21,27.076,0.139
676,6403.12,3162.28,10295.6,1000,15.161,0.125
677,6324.56,2236.07,9433.98,1000,11.095,0.128
678,5385.17,1414.21,8602.33,1000,8.835,0.145
679,4472.14,1000,7810.25,1414.21,26.764,0.15
680,3605.55,1000,7071.07,1414.21,15.473,0.157
681,2828.43,1414.21,6403.12,1000,6.277,0.153
682,2236.07,2236.07,5830.95,0,12.741,0.134
683,2000,2236.07,5385.17,1000,60.233,0.157
684,2236.07,1414.21,5099.02,1000,77.249,0.145
685,2828.43,1000,5000,1000,57.57,0.12
686,3605.55,1000,5099.02,1000,47.256,0.081
687,4472.14,0,5385.17,1000,19.366,0.091
688,5385.17,1000,5830.95,1000,27.692,0.115
689,6324.56,1000,6403.12,1000,15.406,0.102
690,7280.11,1414.21,7071.07,1000,25.539,0.115
691,7615.77,2236.07,7810.25,1414.21,27.187,0.054
692,6708.2,1414.21,8062.26,2236.07,41.555,0.078
693,16155.5,5099.02,30594.1,15132.7,48.566,0.058
694,15231.5,4123.11,29614.2,14142.1,75.034,0.054
695,14317.8,3162.28,28635.6,13152.9,42.341,0.06
696,13416.4,2236.07,27658.6,12165.5,17.485,0.063
697,12530,1414.21,26683.3,11180.3,20.716,0.075
698,11661.9,1000,25709.9,10198,24.986,0.092
699,10816.7,1000,24738.6,9219.54,42.668,0.081
700,10000,1414.21,23769.7,8246.21,26.344,0.062
701,9219.54,2236.07,22803.5,7280.11,30.626,0.095
702,8485.28,3162.28,21840.3,6324.56,18.802,0.101
703,7810.25,4000,20880.6,5385.17,24.453,0.084
704,7071.07,4123.11,19924.9,4472.14,7.055,0.083
705,6403.12,3605.55,18973.7,3605.55,81.953,0.079
706,5830.95,3000,18027.8,2828.43,29.722,0.087
707,5385.17,2000,17088,2000,45.308,0.095
708,5099.02,1000,16155.5,1000,3.324,0.1
709,5000,0,15231.5,0,15.484,0.091
710,5099.02,1000,14317.8,0,51.037,0.135
711,5385.17,2000,13416.4,1000,38.292,0.126
712,5830.95,2000,12530,2000,24.734,0.149
713,6403.12,2236.07,11661.9,1000,11.119,0.136
714,7071.07,2828.43,10816.7,0,10.692,0.131
715,6708.2,2000,10000,0,8.894,0.135
716,5830.95,1000,9219.54,0,23.08,0.15
717,5000,0,8485.28,1000,26.686,0.145
718,4242.64,0,7810.25,1000,3.874,0.136
719,3605.55,1000,7211.1,0,4.284,0.128
720,3162.28,1414.21,6708.2,0,7.209,0.121
721,3000,2000,6324.56,0,36.917,0.132
722,3162.28,1000,6082.76,0,61.631,0.111
723,3605.55,0,6000,0,26.506,0.103
724,4242.64,1000,6082.76,0,30.636,0.101
725,5000,1000,6324.56,0,21.607,0.113
726,5830.95,1000,6708.2,1000,14.369,0.131
727,6708.2,0,7211.1,2000,14.165,0.124
728,7615.77,1000,7810.25,2000,29.038,0.13
729,7280.11,2000,8485.28,2236.07,24.257,0.056
730,6324.56,2236.07,8246.21,2828.43,57.565,0.076
731,15811.4,5385.17,30805.8,14866.1,46.004,0.068
732,14866.1,4472.14,29832.9,13928.4,60.993,0.065
733,13928.4,3605.55,28861.7,13000,40.86,0.061
734,13000,2828.43,27892.7,12041.6,44.06,0.076
735,12083,2236.07,26925.8,11045.4,26.139,0.076
736,11180.3,2000,25961.5,10049.9,36.067,0.076
737,10295.6,2000,25000,9055.38,58.769,0.082
738,9433.98,2236.07,24041.6,8062.26,37.601,0.084
739,8602.33,2828.43,23086.8,7071.07,23.616,0.104
740,7810.25,3605.55,22135.9,6082.76,14.298,0.092
741,7071.07,4472.14,21189.6,5099.02,28.403,0.08
742,6403.12,3605.55,20248.5,4123.11,24.111,0.075
743,5830.95,2828.43,19313.2,3162.28,49.509,0.077
744,5385.17,2236.07,18384.8,2236.07,67.003,0.093
745,5099.02,2000,17464.2,1414.21,16.267,0.1
746,5000,1414.21,16552.9,1000,4.723,0.09
747,5099.02,1000,15652.5,0,33.338,0.09
748,5385.17,1414.21,14764.8,1000,87.438,0.14
749,5830.95,1414.21,13892.4,1000,33.852,0.131
750,6403.12,1000,13038.4,1000,24.442,0.149
751,7071.07,1414.21,12206.6,1000,2.197,0.15
752,7810.25,2236.07,11401.8,0,4.352,0.133
753,7211.1,2236.07,10630.1,0,5.053,0.155
754,6403.12,1414.21,9899.5,0,4.715,0.151
755,5656.85,1000,9219.54,1000,8.829,0.148
756,5000,1000,8602.33,0,9.668,0.142
757,4472.14,0,8062.26,0,12.536,0.128
758,4123.11,1000,7615.77,1000,16.069,0.15
759,4000,1414.21,7280.11,0,8.716,0.137
760,4123.11,1414.21,7071.07,1000,34.987,0.135
761,4472.14,1000,7000,0,25.307,0.144
762,5000,0,7071.07,0,29.281,0.114
763,5656.85,0,7280.11,0,32.795,0.121
764,6403.12,1000,7615.77,1000,13.767,0.138
765,7211.1,0,8062.26,1414.21,17.177,0.115
766,8062.26,1000,8602.33,2236.07,48.696,0.097
767,7071.07,2000,9219.54,3162.28,55.825,0.064
768,6082.76,2000,8544,3000,50.432,0.047
769,5099.02,2236.07,7615.77,2000,33.709,0.021
770,4123.11,1414.21,6708.2,1000,35.478,0.055
771,3162.28,1000,5830.95,0,38.38,0.069
772,2236.07,1414.21,5000,1000,31.015,0.189
773,1414.21,1000,4242.64,2000,30.221,0.178
774,1000,1414.21,3605.55,3000,33.423,0.157
775,1414.21,2236.07,2828.43,4000,39.782,0.184
776,15524.2,5830.95,31048.3,14560.2,63.905,0.065
777,14560.2,5000,30083.2,13601.5,31.269,0.062
778,13601.5,4242.64,29120.4,12649.1,52.727,0.053
779,12649.1,3605.55,28160.3,11704.7,31.749,0.065
780,11704.7,3162.28,27202.9,10770.3,25.921,0.072
781,10770.3,3000,26248.8,9848.86,28.208,0.081
782,9848.86,3000,25298.2,8944.27,54.131,0.087
783,8944.27,3162.28,24351.6,8000,62.698,0.078
784,8062.26,3605.55,23409.4,7000,22.406,0.105
785,7211.1,4242.64,22472.2,6000,71.274,0.11
786,6403.12,4123.11,21540.7,5000,20.1,0.073
787,5656.85,3162.28,20615.5,4000,55.862,0.085
788,5000,2236.07,19697.7,3000,77.328,0.09
789,4472.14,1414.21,18788.3,2000,51.849,0.113
